Ticker,CIK
GDSW,1514183
GDT,929987
GDTI,873198
GDV,1260729
GDW,42293
GDWP,1417172
GDYS,879123
GE,40545
GEB,1055726
GECO,885780
GECR,1044082
GEEK,1001279
GEEX,1122771
GEF,43920
GEHL,856386
GEL,1022321
GELT,1519894
GELV,1422341
GEMS,808918
GEN,1126294
GENG,1099358
GENR,880431
GENU,1372352
GENUQ,1110794
GENZ,732485
GEOI,41023
GEOY,1040570
GEPC,1454010
GEPT,896195
GEQ,1526104
GERN,886744
GES,912463
GETC,1087717
GETG,1433966
GETH,1428765
GETI,1077552
GEUR,1354591
GEVA,911326
GEVM,894556
GEVO,1392380
GEX,1003111
GEXC,821113
GEYH,1348155
GEYI,1090967
GF,858706
GFC,1407437
GFED,1046203
GFF,50725
GFG,1406081
GFGU,1398667
GFIG,1292426
GFLS,773845
GFN,1342287
GFR,894651
GFTL,1286218
GFY,1299393
GFYD,1145421
GGA,1381117
GGBL,1415751
GGBM,1279831
GGE,1267890
GGG,42888
GGI,923796
GGL,1314655
GGM,1551949
GGN,1262751
GGN,1313510
GGNS,837913
GGOX,1432150
GGP,895648
GGP,1496048
GGR,896726
GGRI,1440172
GGS,1311486
GGSM,1485156
GGT,921671
GGUY,785931
GGXY,1327098
GHCI,1236736
GHCSF,1511648
GHDX,1131324
GHGD,1426011
GHI,897996
GHII,1111284
GHL,1282977
GHLV,1376228
GHM,716314
GHN,1369639
GHNA,1472688
GHS,1368900
GHST,1121795
GHY,1554697
GI,856465
GIA,1405419
GIFD,1031235
GIFI,1031623
GIGA,719274
GIGA,1105101
GIII,821002
GILD,882095
GIM,828803
GIMC,1320691
GIMO,1484504
GIMU,1105284
GIS,40704
GISV,862651
GISX,1050167
GITH,1378968
GIVN,1126140
GIW,709942
GK,39648
GKIG,1024095
GKIN,40675
GKIS,1292215
GKIT,1398529
GKK,1287701
GKNT,1096199
GKYI,1080627
GL,1063393
GLA,1338401
GLAD,1143513
GLAH,1397867
GLAR,911441
GLB,929454
GLBC,1061322
GLBL,895663
GLBP,1136645
GLBT,810932
GLBZ,890066
GLDB,1015610
GLDC,42228
GLDD,1372020
GLDG,1502555
GLDN,1089874
GLF,1030749
GLFD,918066
GLFE,1312165
GLFO,1365388
GLG,1365790
GLGC,1043914
GLGI,1088413
GLGS,946661
GLIF,1210336
GLK,43362
GLKCE,949728
GLMA,109870
GLMB,1424822
GLNC,1134018
GLO,1350869
GLOB,1009463
GLOV,837038
GLOWE,746210
GLP,1323468
GLPI,1575965
GLPW,1136294
GLQ,1316463
GLR,912240
GLRE,1385613
GLSF,1406731
GLSF,1406732
GLT,41719
GLTC,1403676
GLTV,1282571
GLU,1282957
GLUU,1366246
GLUX,914397
GLV,1288795
GLW,24741
GLXZ,13156
GLYC,1253689
GLYE,931799
GLYN,1137067
GLYT,833076
GM,40730
GM,1467858
GMAN,1490636
GMC,1398005
GMCI,1081856
GMCR,909954
GMDP,1059413
GME,1157644
GME,1326380
GMED,1169417
GMED,1237831
GMEI,90310
GMEI,1100356
GMET,1352302
GMHC,1420078
GMIL,44471
GMKT,1365241
GML,811933
GMML,1338118
GMNC,763846
GMO,1275229
GMP,43704
GMPM,904146
GMR,1127269
GMR,1443799
GMRF,1544317
GMRF,1544318
GMSI,1162093
GMST,923282
GMT,40211
GMTC,1045014
GMTH,1021226
GMTN,1277475
GMXR,1127342
GMZ,1579762
GNAC,786344
GNBA,870743
GNBT,1059784
GNC,1502034
GNCI,64472
GNCMA,808461
GNDV,40528
GNE,1528356
GNET,1344907
GNGT,1328208
GNLB,874443
GNLK,941020
GNMK,1487371
GNMP,929697
GNMP,1088382
GNMT,1060910
GNOLOB,1100779
GNOM,1361103
GNPI,1098016
GNRC,1474735
GNRGE,40194
GNRL,1026221
GNRV,1418489
GNSC,1110009
GNSM,1005387
GNSS,1161396
GNSY,1134960
GNT,1438893
GNTA,880643
GNTQ,1430682
GNTX,355811
GNTY,1058867
GNUS,1355848
GNV,1377936
GNVC,934473
GNVN,1048275
GNW,1276520
GNXP,1373024
GOAM,1101268
GOAS,1472468
GOBK,1361540
GOCM,1141787
GOF,1380936
GOFF,1528188
GOGO,1537054
GOKN,314606
GOLF,782126
GOLF,1202273
GONT,1056617
GOOD,1234006
GOOG,1288776
GOOO,1317839
GORO,1160791
GORV,814904
GORX,1098315
GOSHA,75042
GOT,790414
GOV,1063942
GOV,1456772
GP,41077
GPC,40987
GPEH,1143653
GPEPRA,41091
GPH,1407031
GPI,1031203
GPIC,918580
GPK,886239
GPK,892793
GPK,1408075
GPLA,1095146
GPLH,1456090
GPLS,1374584
GPN,1123360
GPNT,1419886
GPOL,41296
GPOR,874499
GPP,1266112
GPR,1116927
GPRC,1425715
GPRE,1309402
GPRM,1137417
GPRO,820237
GPS,39911
GPSN,29233
GPT,911935
GPTC,1080036
GPTX,933020
GPX,70415
GPXM,1042784
GQM,1025362
GQN,1409383
GR,42542
GRA,1045309
GRAN,810689
GRB,41133
GRBS,1145547
GRC,42682
GRDC,719597
GRDH,1429592
GRE,1299506
GREN,1069829
GREY,43952
GRF,850027
GRGI,1098971
GRH,1410056
GRHU,1444177
GRIC,1059155
GRIF,1037390
GRIL,895041
GRILL,1019376
GRIN,814463
GRLC,852127
GRM,1478085
GRMC,59860
GRMH,1272597
GRMN,1121788
GRMU,1084983
GRNB,764402
GRNE,1487997
GROV,1484931
GROW,754811
GRP,1097313
GRPK,1295702
GRPN,1490281
GRPR,1399306
GRR,912729
GRRB,1126961
GRSU,1491525
GRT,912898
GRUA,1116539
GRWW,1072971
GRX,1391437
GRYO,1372954
GRZ,1072725
GRZG,1492541
GS,886982
GSAC,890725
GSAE,1462013
GSAT,1366868
GSBC,854560
GSCP,1112920
GSCR,884380
GSE,805023
GSE,1275712
GSEC,1335260
GSEN,1163966
GSF,1038914
GSFT,1080533
GSGF,1120802
GSGF,1171331
GSHO,1239188
GSI,1105862
GSIC,828750
GSIEF,1046148
GSIG,1076930
GSIGQ,1050925
GSIT,1126741
GSJK,1449488
GSL,1278382
GSL,1430725
GSLA,1029630
GSLC,919967
GSLH,1075082
GSLO,1398522
GSM,1383571
GSOF,23055
GSON,883758
GSPAB,1336262
GSPE,1341726
GSPN,1081197
GSPN,1413659
GSPS,1407412
GSS,903571
GST,1170154
GST,1431372
GSTL,1326200
GSTP,1444403
GSTV,1492135
GSVC,1509470
GSVI,1051591
GSXN,1086319
GT,42582
GTAT,1394954
GTAX,914142
GTCB,904973
GTCC,1081919
GTE,1273441
GTEC,1091164
GTEC,1471038
GTEI,1079250
GTHA,1017110
GTHP,924515
GTI,931148
GTIM,825324
GTIV,1096142
GTK,857323
GTLL,932021
GTMM,1334126
GTN,43196
GTOP,1028358
GTPH,1357671
GTPS,943064
GTRC,1021113
GTRD,1053083
GTRY,1302554
GTS,1171662
GTSI,850483
GTSO,874792
GTW,895812
GTWN,1302709
GTWN,1542299
GTXI,1260990
GTXO,1375793
GTY,1052752
GUID,1375557
GUL,44545
GULTU,1565146
GUPB,942129
GUT,1080720
GV,42316
GVA,861459
GVBP,1364587
GVHR,1035185
GVIS,1021444
GVLA,1120210
GVP,944480
GVT,825353
GW,320186
GWAY,1080747
GWB,1088381
GWB,1088586
GWES,854882
GWIV,1081745
GWLK,1009833
GWNI,924396
GWPC,1359699
GWR,1012620
GWRC,1410307
GWRE,1528396
GWSN,1118629
GWW,277135
GXDX,1138412
GXP,1143068
GXPI,1373693
GXY,819527
GY,40888
GYCK,1405260
GYI,1047202
GYLDQ,884124
GYMB,786110
GYRO,44689
GYST,1510524
GZFX,1099234
GZGT,1346287
H,1355001
H,1468174
HA,1172222
HABC,754597
HABE,355699
HAC,1331945
HAE,313143
HAFC,1109242
HAIN,910406
HAKI,1009657
HAL,45012
HALB,1458631
HALL,819913
HALN,814286
HALO,1125052
HALO,1159036
HAMP,887150
HAND,1091822
HANS,865752
HAPS,1127005
HAQ,1234620
HAR,800459
HARB,1029407
HARI,1471266
HARL,1107160
HART,1563665
HAS,46080
HASC,1131675
HASI,1561894
HAST,1054579
HAT,46135
HAUP,930803
HAUSQ,773723
HAV,1302246
HAVA,46012
HAVEN,1107126
HAWK,1059324
HAWK,1411488
HAWK,1452384
HAXS,768892
HAYZ,1237941
HBAN,49196
HBC,1046788
HBCP,1436425
HBDT,1309442
HBE,1099918
HBEI,1009919
HBEK,1008554
HBFH,1126679
HBG,1133016
HBHC,750577
HBI,1359841
HBIA,732417
HBIO,1123494
HBK,1551739
HBKS,719731
HBMD,1390162
HBMK,1375850
HBNC,706129
HBNK,1375320
HBOG,1133754
HBOS,1320002
HBOS,1493491
HBP,1093082
HBRF,1335249
HBRK,1567852
HBRM,1077050
HBRW,1425189
HBSC,1070181
HBSI,756862
HBSL,1072367
HC,909413
HCA,860730
HCACU,1589526
HCAP,1559909
HCAR,1061117
HCBB,1029740
HCBC,1044676
HCBK,921847
HCC,888919
HCCI,1403431
HCD,1373641
HCE,1311877
HCFC,1022103
HCI,1400810
HCLC,46428
HCLP,1549848
HCN,766704
HCNP,756767
HCNV,1370512
HCO,1201993
HCO,1289871
HCOM,1487986
HCOW,1041255
HCP,765880
HCR,878736
HCSB,1091491
HCSG,731012
HCT,863437
HD,354950
HDHL,804157
HDII,1058828
HDIX,884909
HDL,314727
HDNG,313716
HDP,1347006
HDR,718909
HDS,1329361
HDS,1573097
HDSI,1454742
HDSN,925528
HDTV,881468
HDWR,1133116
HDY,937136
HE,354707
HEARZ,1078693
HEAT,1384135
HEB,946644
HEC,313478
HEES,1339605
HEI,46619
HEII,351298
HEK,1403853
HELE,916789
HELI,1431676
HELI,1586300
HELX,46709
HEM,1127393
HEMA,801748
HEMO,1301348
HEOP,921547
HEP,1283140
HEPI,1101026
HEQ,1496749
HERC,919010
HERO,1330849
HERS,748210
HES,4447
HESG,1127696
HETC,1141215
HEW,1168478
HEWA,754813
HF,1380509
HFBA,892157
HFBC,1041550
HFBL,1302901
HFBL,1500375
HFC,48039
HFFC,881790
HFFC,1029654
HFGB,1119951
HFWA,1046025
HGAT,1081630
HGCF,1177182
HGCM,1345840
HGG,1396279
HGGR,892533
HGHN,1101246
HGIC,792013
HGII,1104254
HGLB,1424415
HGPI,1060744
HGR,722723
HGRD,1027915
HGSI,901219
HGT,862022
HGUE,1403570
HH,741815
HHBR,1112064
HHC,1498828
HHS,45919
HHWW,1396118
HI,1417398
HIA,318189
HIA,1398632
HIB,47288
HIBB,1017480
HICKA,47307
HIET,1112424
HIF,891760
HIFN,1065246
HIG,874766
HIH,1227122
HIH,1262415
HII,1501585
HIIQ,1561387
HIL,1287808
HILL,1042783
HIO,910068
HIRD,779226
HIRE,1168652
HIS,830474
HIST,763730
HITK,887497
HITT,1130866
HIV,899426
HIW,921082
HIX,1058239
HJHO,1374135
HJWL,1069249
HK,1282648
HKFI,812906
HL,719413
HLCS,1274563
HLD,1402364
HLDI,818682
HLF,791449
HLF,1180262
HLFC,1050894
HLIT,851310
HLND,1306527
HLNR,1107802
HLOI,805902
HLR,868512
HLR,911707
HLS,785161
HLSS,1513161
HLT,47580
HLT,1585689
HLTH,1009575
HLTLA,45694
HLXH,1034674
HLYS,1373980
HLYW,905895
HMA,792985
HMAQF,1412095
HMB,1283683
HMD,1049129
HMDR,715031
HME,923118
HMF,46109
HMG,311817
HMGN,892822
HMH,1343602
HMHB,1080426
HMHC,1580156
HMII,46445
HMN,850141
HMNA,1040792
HMNC,1471136
HMNF,921183
HMP,1052958
HMPR,3155
HMPR,1143155
HMR,1412203
HMST,1518715
HMSY,1196501
HMTA,1461640
HMTV,1567345
HMUS,1503658
HMX,723371
HNBC,702902
HNET,1445175
HNFSA,853733
HNI,48287
HNNA,1145255
HNNT,831232
HNR,845289
HNRG,788965
HNSN,1276591
HNT,916085
HNTM,65224
HNV,320333
HNW,1388126
HNZ,46640
HOFD,833795
HOFF,1051431
HOFT,1077688
HOG,793952
HOGC,1075636
HOKU,1178336
HOL,1408348
HOLL,912544
HOLX,859737
HOM,855424
HOMB,1331520
HOME,1283858
HOME,1413440
HOMF,867493
HOMS,1006459
HOMZ,814457
HON,773840
HOO,883505
HORC,935007
HORT,1003515
HOS,1131227
HOST,778423
HOT,316206
HOTF,1339256
HOTR,1106838
HOTT,1017712
HOUB,1174814
HOV,357294
HP,46765
HPAC,1519817
HPC,46989
HPCCP,1140657
HPCS,1426808
HPF,1189740
HPGP,1363381
HPI,1176199
HPJ,1368308
HPLA,1121980
HPOL,1094238
HPP,1482512
HPQ,47217
HPRT,1470244
HPS,1215913
HPT,945394
HPTO,1021435
HPTX,1386858
HQGE,1430872
HQH,805267
HQL,884121
HQS,857073
HR,899749
HRAI,1168940
HRAY,1294435
HRB,12659
HRBG,1116616
HRBN,1266719
HRBR,899394
HRBT,1057007
HRC,47518
HRCT,949427
HRG,109177
HRH,814898
HRID,1104200
HRL,48465
HRLY,47035
HRS,202058
HRSH,915909
HRT,819689
HRUM,791118
HRVE,46043
HRY,865439
HRZ,1302707
HRZ,1320222
HRZB,1002682
HRZN,1487428
HS,1339553
HSA,1275902
HSAC,1075244
HSBK,1494186
HSC,45876
HSF,86317
HSFC,354964
HSH,23666
HSIC,1000228
HSII,1066605
HSKA,1038133
HSM,1173788
HSNI,1434729
HSON,1210708
HSP,922503
HSP,1274057
HSPO,777516
HSPR,1109329
HSPR,1302141
HSR,918027
HSSO,1093913
HST,1070750
HSTA,1298700
HSTDE,1059078
HSTH,1297203
HSTM,1095565
HSWI,1368365
HSY,47111
HSYN,790066
HSYT,1172319
HSYT,1288837
HT,1063344
HTBI,1538263
HTBK,1053352
HTBX,1476963
HTC,889949
HTC,1410240
HTCH,772897
HTCO,766561
HTD,1260041
HTEC,28146
HTEK,715593
HTG,1158265
HTGC,1280784
HTH,1265131
HTHH,1508363
HTHR,46267
HTL,843964
HTLD,799233
HTLF,920112
HTLJ,1084415
HTM,1172136
HTO,895415
HTR,851169
HTRN,1018871
HTS,1419521
HTSI,85704
HTV,949536
HTVL,1126960
HTWC,1392922
HTWO,1562214
HTY,1396502
HTZ,1364479
HU,703559
HUBA,48898
HUBG,940942
HUF,225463
HUG,49029
HUM,49071
HUMT,1100976
HUN,1307954
HUNN,1096208
HURC,315374
HURN,1289848
HUSA,1156041
HUSI,83246
HVB,722256
HVGO,778165
HVST,785544
HVT,216085
HW,1003344
HWAY,704415
HWCC,1356949
HWEN,1009242
HWFG,1063997
HWG,355766
HWK,849240
HWKN,46250
HWOO,1084263
HWSY,1175445
HWWI,1034682
HX,720671
HXBM,831749
HXL,717605
HXTH,1315756
HXWWF,1381807
HY,1173514
HYB,825345
HYBD,719447
HYBT,1141263
HYC,1045769
HYDI,704432
HYDL,1116030
HYDP,716101
HYDRO,1396638
HYEG,1272703
HYF,1060392
HYGS,1119985
HYI,820537
HYI,1497186
HYNI,858655
HYP,828990
HYPR,745774
HYRF,1107809
HYSL,1001113
HYSR,1481028
HYT,1049549
HYT,1222401
HYTM,1136174
HYV,1160469
HZFS,920600
HZNB,1074458
HZNM,1526726
HZNP,1492426
HZO,1057060
HZOG,853464
IAAI,880026
IACH,1018336
IACI,891103
IAE,1385632
IAF,779336
IAGI,1077634
IAGR,1291047
IAIC,803578
IAL,51103
IAN,1389771
IAQGU,1328494
IART,917250
IART,917520
IASCA,945641
IASG,1200022
IATV,854152
IAUS,820380
IAX,813634
IBAS,1091756
IBBD,1358700
IBCA,927807
IBCIQ,829499
IBCP,39311
IBDI,842927
IBFL,1357528
IBHS,1174890
IBI,1250189
IBI,1292900
IBIO,1420720
IBIS,855182
IBKC,933141
IBKR,1381197
IBM,51143
IBNK,764241
IBOC,315709
IBPI,1103390
IBSS,1040863
IBTGF,890543
IBTX,1564618
IBXG,1113677
IBZT,1079893
IBZT,1269155
ICAD,749660
ICAS,1072988
ICB,93284
ICBC,945734
ICBO,1079574
ICCA,894738
ICCC,811641
ICCI,1084421
ICDG,1094572
ICE,1174746
ICE,1571949
ICEL,1482080
ICEW,1097718
ICFI,1362004
ICGC,1013240
ICGE,1085621
ICGN,902622
ICH,1001871
ICLA,1317639
ICLD,1128725
ICLK,1378846
ICNB,1350073
ICNN,1423325
ICNS,1025707
ICO,1320934
ICOC,353567
ICOG,1121610
ICON,857737
ICOR,1057217
ICOS,874294
ICPT,1054930
ICPT,1270073
ICPW,1301712
ICS,913342
ICST,874689
ICTG,1013149
ICTL,1076522
ICTS,1010134
ICTT,1005663
ICUI,883984
ICXT,1334303
ICY,917731
IDA,1057877
IDAH,1543395
IDAHOPWR,49648
IDAI,1004981
IDC,888165
IDCC,354913
IDCC,1405495
IDCO,1111696
IDCP,812880
IDCX,1280821
IDE,1163461
IDE,1417802
IDEH,1430744
IDEV,854222
IDGE,1132686
IDGG,356870
IDGI,1084702
IDGR,1042351
IDGR,1505124
IDI,1402225
IDI,1460329
IDIB,1110418
IDIX,1093649
IDLM,1451520
IDMI,822206
IDMV,1364623
IDN,1040896
IDNG,1353406
IDNX,735780
IDOI,1301367
IDR,1035146
IDRA,861838
IDSA,4187
IDSM,1035422
IDST,1533455
IDSY,49615
IDT,1005731
IDTI,703361
IDVB,1081338
IDVC,1389415
IDVE,1333077
IDVL,1121901
IDWK,866415
IDXC,1001185
IDXX,874716
IEBS,1311828
IEC,49728
IED,1145124
IEEC,1510891
IEHC,50292
IEIB,717751
IEP,813762
IES,1048268
IESV,1083742
IEVM,1084031
IEVT,1156337
IEX,832101
IF,859120
IFAC,1414899
IFAM,1383859
IFBV,1070906
IFC,52617
IFCB,1082471
IFCJ,755933
IFCR,783284
IFDG,1019216
IFF,51253
IFHF,1161973
IFIN,949589
IFIT,741114
IFLB,1145019
IFLG,1315320
IFLI,885475
IFLI,1352755
IFLO,857728
IFMI,1270436
IFMX,1123458
IFN,917100
IFNY,822746
IFO,1274032
IFOX,893816
IFRS,1418115
IFS,1067462
IFS,1276827
IFSL,1302849
IFT,875296
IFT,1494448
IFTH,1037417
IFUE,1078723
IFUL,895095
IFXV,1076310
IG,352998
IGA,1332943
IGAI,919603
IGAM,1126411
IGC,807364
IGC,1326205
IGD,1285890
IGDC,915461
IGEN,916304
IGEN,1393540
IGI,1137019
IGI,1462586
IGII,1031905
IGL,820626
IGMC,1285236
IGNE,793160
IGO,1341470
IGOI,1075656
IGPAB,1335725
IGPG,1296524
IGR,1268884
IGT,353944
IGTE,1024732
IGTG,861058
IGXT,1098880
IHC,701869
IHCH,1051488
IHD,1496292
IHI,1063744
IHO,1450598
IHR,1059341
IHRC,55362
IHS,1316360
IHT,82473
IHTI,1094788
II,351685
II,1316925
IIA,1254634
IIC,894146
IICP,745655
IID,1395627
IIF,916618
III,1371489
IIIN,764401
IILG,1434620
IIM,885601
IIM,1333179
IIMG,1070045
IIN,88790
IINT,1041333
IIS,49975
IIVI,820318
IKAN,1219210
IKCC,1479919
IKGI,1130809
IKN,3370
IKNX,1083301
IKTO,1343750
IL,1024623
IL,1488075
ILAC,66960
ILC,1042291
ILED,1383006
ILGN,1037649
ILHL,52935
ILI,873998
ILIN,730037
ILMN,1110803
ILNP,1059677
ILSE,1163848
ILST,1100788
ILVG,1073362
ILVL,1355559
ILX,819551
ILXO,1001915
IM,1018003
IMAG,1046032
IMAN,1093242
IMAX,921582
IMB,861185
IMC,51410
IMCB,1284506
IMCI,884650
IMCL,765258
IMCO,790708
IMDC,109831
IMDC,1399488
IMDD,726037
IMDS,790652
IMED,1208498
IMF,1283721
IMFN,1022329
IMGC,351012
IMGG,1205181
IMGM,1047540
IMGN,855654
IMGV,1063842
IMH,1000298
IMI,1311241
IMKI,1084182
IMKTA,50493
IMLT,703339
IMM,882509
IMMC,1023132
IMMC,1083132
IMMR,1058811
IMMU,722830
IMMY,1360214
IMN,1014111
IMNDF,1448900
IMNR,817785
IMNY,1104017
IMOT,1088312
IMPC,1026448
IMPH,1003114
IMPL,49930
IMPV,1043561
IMPV,1364962
IMRX,1123695
IMS,913345
IMT,880161
IMTL,1110648
IMTO,725394
IMTO,725395
IMTO,1160142
IMTS,1115551
IMUC,822411
IMUN,1142790
IMX,1068874
IMYN,1375623
IN,1096512
INAI,1375911
INAP,1056386
INB,1016504
INB,1395057
INBK,1562463
INCC,1277859
INCM,1076541
INCR,936538
INCY,879169
INDB,776901
INDI,1128252
INDM,1263813
INEI,355431
INET,1080131
INF,1522807
INFA,1080099
INFD,50420
INFE,922913
INFI,1113148
INFN,1100364
INFN,1138639
INFO,920990
INFS,845434
INFT,1099944
INFU,1337013
INGN,1018710
INGP,1132327
INGR,351145
INGR,1046257
INHC,1389115
INHX,1274913
INIH,1046277
ININ,1083318
ININ,1517650
INIS,1038277
INIV,1084047
INKP,929547
INKS,1062128
INLD,854460
INMD,885988
INMT,745287
INN,1497645
INNI,789860
INNV,1411879
INOC,1051114
INOD,903651
INOV,1096936
INOW,879684
INPC,1133324
INPH,728249
INRB,1056093
INRD,719494
INS,320340
INSA,1172706
INSG,1002390
INSM,1104506
INSP,1068875
INSU,353020
INSV,802724
INSW,1077370
INSY,1516479
INT,789460
INTC,50863
INTD,1021810
INTG,69422
INTI,1065351
INTL,350066
INTL,913760
INTN,1127439
INTP,1265449
INTT,1036262
INTU,896878
INTV,764244
INTX,1095277
INTZ,736012
INVB,1039454
INVC,1300578
INVE,1036044
INVI,719152
INVN,1005969
INVN,1294924
INVX,50601
INWK,1350381
INXI,1020017
IO,866609
IOM,352789
IOMG,1083663
IOMI,1125001
ION,52466
IONA,1032346
IOPM,1120817
IORG,1295560
IOSA,1396536
IOT,949961
IOVN,933425
IOVO,894538
IOX,1041652
IP,51434
IPA,893970
IPAR,822663
IPAS,1053374
IPCC,1195933
IPCM,1410471
IPCR,909815
IPCS,1108727
IPDN,1546296
IPEC,1114749
IPEX,1258383
IPFS,1069562
IPG,51644
IPGP,1111928
IPHI,1160958
IPHS,1364099
IPI,866535
IPI,1421461
IPIX,1088022
IPK,1103389
IPLY,1057232
IPMN,355356
IPMT,1140184
IPRC,1435394
IPS,879933
IPSU,831327
IPT,1078383
IPUR,791994
IPWG,1332702
IPWR,1507957
IPX,898777
IPXL,1003642
IPYS,846494
IPZI,1374835
IQBX,1051902
IQC,898618
IQI,885125
IQM,898496
IQMC,1350041
IQN,898659
IQNT,1292653
IQNW,1126932
IQT,876982
IR,1160497
IR,1466258
IRBC,846382
IRBH,793043
IRBT,1159167
IRC,923184
IRC,923284
IRCE,841533
IRCM,77057
IRCM,723501
IRDM,1418819
IRE,1022575
IREP,796735
IRET,798359
IRF,316793
IRG,1526796
IRGI,1169358
IRHC,1442236
IRI,319240
IRIC,714278
IRIX,1006045
IRL,858707
IRL,1347729
IRLD,1166338
IRM,1020569
IRM,1132694
IRN,78536
IRNS,723269
IROG,1393909
IROQ,1514743
IRR,1321927
IRR,1372117
IRSB,1396238
IRT,1466085
IRW,801122
IRWD,1446847
ISAC,1041179
ISAT,1095133
ISBA,842517
ISBC,1326807
ISCA,51548
ISCI,357108
ISCO,1355790
ISD,1534880
ISDR,843006
ISE,1295230
ISEC,1088120
ISEE,1002554
ISG,1231868
ISGI,1103977
ISH,278041
ISHM,1164327
ISHP,1305220
ISIG,875355
ISIL,1096325
ISIS,874015
ISKO,773730
ISL,865277
ISLD,1499785
ISLE,863015
ISLN,1373671
ISLTU,1319644
ISME,1054311
ISMN,1289630
ISNS,49852
ISNS,943034
ISO,888693
ISOL,723574
ISON,1023966
ISOT,1380180
ISPH,1040416
ISR,728387
ISRB,1509786
ISRG,1035267
ISRL,719209
ISSC,836690
ISSG,1057695
ISSI,854701
ISSM,894871
ISSX,1053148
ISTA,930553
ISWI,1025995
ISYN,914626
ISYS,718130
ISYS,1271551
IT,749251
ITAT,875428
ITC,1317630
ITCA,1086688
ITCD,1041954
ITCI,1567514
ITDD,941814
ITEC,855372
ITER,1193940
ITEX,860518
ITFI,1123195
ITG,920424
ITGB,320573
ITHKU,1324205
ITI,350868
ITIC,720858
ITIG,1016439
ITKG,1018281
ITLA,1000234
ITLI,1322387
ITLN,1120105
ITMN,1087432
ITN,803227
ITNM,1097430
ITNS,1360184
ITOU,1194842
ITPD,1125856
ITPG,1307345
ITRA,1025134
ITRD,50710
ITRI,780571
ITRSA,1101175
ITSI,354813
ITT,216228
ITTI,859914
ITTV,1174893
ITUI,949371
ITW,49826
ITWG,947429
ITWO,1009304
ITXC,1061895
ITYC,1103764
IUSA,879437
IVA,1349892
IVAC,1001902
IVC,742112
IVCL,1219606
IVCM,1140878
IVCO,1095175
IVDA,1397183
IVDN,1190370
IVFH,312257
IVGA,1212570
IVH,1568292
IVIG,1099332
IVII,1114084
IVIL,1074767
IVME,1142733
IVOC,1105064
IVOC,1307969
IVOW,1035181
IVPH,1337223
IVR,1437071
IVRC,841096
IVTA,1117064
IVTW,1424280
IVX,772197
IVZ,914208
IW,941685
IW,1074564
IWA,1120462
IWAV,1095478
IWBM,1494214
IWDM,1005758
IWMC,717197
IWOV,1042431
IWTT,1119190
IWWH,1076038
IXMD,1434598
IXSBF,1278730
IYSA,1091325
IYXI,1114241
JACK,807882
JACO,52971
JAH,895655
JAHI,855663
JAKK,1009829
JAMN,1334586
JAMS,914373
JANI,1016708
JANX,800454
JAS,34151
JAVO,1092302
JAX,103884
JAXB,1005507
JAXB,1071264
JAZ,1337675
JAZZ,1232524
JBHT,728535
JBII,1381105
JBL,898293
JBLU,1158463
JBOH,816330
JBSS,880117
JBT,1433660
JCE,1385763
JCG,1051251
JCI,53669
JCMP,1139163
JCOF,1569329
JCOM,1084048
JCP,53456
JCP,77182
JCP,1166126
JCS,22701
JCTCF,885307
JCWW,1060888
JDAS,100689
JDAS,1006892
JDD,1255821
JDEC,798757
JDMC,1394220
JDO,1258021
JDOG,1086411
JDSU,912093
JEC,52988
JEF,793964
JEF,1084580
JEMG,1097867
JEN,806817
JEQ,866095
JFBC,874495
JFBI,1222915
JFC,888137
JFP,1313259
JFR,1276533
JGAC,1331474
JGG,1359816
JGPK,1121793
JGT,1390109
JGV,1363421
JGW,1580185
JH,45599
JHF,736260
JHFT,852954
JHI,759828
JHP,1200446
JHP,1200448
JHS,759866
JILL,910721
JINM,1454311
JIVE,1462633
JJIM,1420178
JJSF,785956
JJZ,1056874
JKHY,779152
JLA,1320492
JLG,216275
JLL,1037976
JLMC,806384
JLN,52969
JLS,1472215
JLWT,1133062
JMAR,857953
JMBA,1316898
JMBI,1114868
JMDT,1135271
JMF,1502711
JMI,1552890
JMIH,1063154
JMP,1383803
JMT,1479238
JNBU,1204853
JNC,885708
JNGW,1314183
JNIC,1094087
JNJ,200406
JNPP,1318862
JNPR,1043604
JNS,1065865
JNY,874016
JOB,40570
JOE,745308
JOEZ,844143
JOF,859796
JONE,1573166
JOR,54003
JOSB,920033
JOUT,788329
JOYG,801898
JP,53347
JPAK,1321559
JPC,1216583
JPCI,1162867
JPEX,1506814
JPG,1338561
JPI,1547994
JPM,19617
JPS,1176433
JPST,846615
JPW,1573312
JPZ,1298699
JQC,1227476
JQH,930796
JRBO,847416
JRC,1035815
JRCC,1297720
JREN,1163967
JRI,1539337
JRN,1232241
JRO,1289213
JRS,1158289
JRSE,1089393
JRT,1294017
JRVR,1159770
JRVR,1325177
JSD,1509253
JSDA,1083522
JSN,1308658
JSPV,1423239
JTA,1265708
JTBK,1213106
JTD,1397173
JTP,1172168
JTPY,1507986
JTX,1283552
JUHL,1366312
JUMT,1309055
JUNI,864921
JUNO,723888
JUVF,714712
JV,718500
JVA,1007019
JVDT,1122887
JVEX,1171838
JVKG,1230524
JWA,107140
JWL,868984
JWN,72333
JXSB,1172097
JXSB,1484949
JYHW,1308710
JYSR,1085661
K,55067
KABX,1394446
KAHA,1072119
KAI,886346
KAIH,822997
KAL,1142380
KALG,1162895
KALU,811596
KAMN,54381
